STT,Stock_code,Year,CR,QR,ITR,DSO,FATR,ATR,DAR,EAR,DER,ROS,ROA,ROE,CFR,WCTA,ARtoCA,STR,SDA,LDA,PRE,IRR,IT,CPtoAR,FAR,STDR,TDR,LogTA,Risk
975,CCR,2018,2.13080016,2.094891751,151.8483673,35.31618548,0.512225944,0.421616486,0.294532444,0.705467556,0.454896961,0.097554698,0.041130669,0.058302708,1.566024948,0.087437383,0.247596499,0.65117464,0.077323462,0.217208982,0.079055908,0.009945945,100.5434886,6.843257763,0.823106465,0.262529522,0.294532444,26.65927998,0
976,CCR,2019,1.568361286,1.535388896,157.936779,25.76496629,0.51742322,0.4440639,0.234676809,0.765323191,0.344826458,0.140636811,0.062451731,0.081601775,1.164533041,0.048465897,0.234382026,0.652493031,0.085273044,0.149403765,0.122918697,0.01059159,94.41453363,8.468741205,0.858221825,0.363363744,0.234676809,26.60943019,0
977,CCR,2020,1.05762082,1.028087045,189.7986868,25.4023459,0.470748769,0.429013998,0.130403499,0.869596501,0.171715592,0.172129283,0.073845872,0.084919698,0.633007145,0.004410001,0.368861332,0.564926502,0.076534862,0.053868638,0.114515291,0.008648691,115.6244321,8.753373268,0.911343855,0.586908036,0.130403499,26.4998043,0
978,CCR,2021,2.348886435,2.287809436,158.139186,31.29651085,0.703954174,0.596747843,0.075104169,0.924895831,0.100134574,0.220692628,0.131697849,0.142392089,1.365516159,0.083339147,0.352580454,0.795629481,0.061783664,0.013320505,0.228708398,0.011265011,88.77043847,6.546750776,0.847708366,0.822639608,0.075104169,26.51223716,0
979,CCR,2022,2.453463074,2.376612071,129.5169487,66.67911637,0.571319136,0.493702779,0.091214217,0.908785783,0.114523555,0.098153658,0.048458734,0.053322504,0.337619349,0.072093055,0.74112863,0.619866061,0.049600885,0.041613332,0.076610627,0.010496838,95.26678322,4.026409344,0.864145357,0.543784587,0.091214217,26.45216796,0
980,CCR,2023,2.115862058,2.074841317,197.0167212,44.70843288,0.540007839,0.466650313,0.096448599,0.903551401,0.12105749,0.100103556,0.046713356,0.051699722,0.833804121,0.06443109,0.467859902,0.585716295,0.057741089,0.03870751,0.074846143,0.007051562,141.8125604,5.876449769,0.864154702,0.598672138,0.096448599,26.45185356,0
981,CCR,2024,1.986521924,1.927373434,117.7295493,26.98393794,0.685133803,0.564080581,0.108740496,0.891259504,0.139679298,0.094538949,0.053327585,0.05983396,1.333729209,0.079913241,0.25914823,0.724572561,0.081005033,0.027735463,0.084991911,0.011721869,85.31062653,9.801785293,0.823314479,0.744938971,0.108740496,26.474983,0
982,CDN,2017,1.293862256,1.252556774,63.04193583,62.68603424,1.219911522,0.46738359,0.323651793,0.676348207,0.631041827,0.218749548,0.102239949,0.151164663,0.61025443,0.052744847,0.345642487,0.911283672,0.179488334,0.14416346,0.237746094,0.02463812,40.58751305,3.748736973,0.383129089,0.554572344,0.323651793,27.88320959,0
983,CDN,2018,2.685631134,2.630048735,70.89569115,51.04925166,0.636917341,0.433602018,0.236376172,0.763623828,0.383074406,0.212917399,0.092321414,0.120899074,0.78187952,0.185479839,0.20521414,0.702701267,0.110035841,0.126340331,0.184718251,0.021337402,46.86606279,4.726526679,0.680782247,0.46551156,0.236376172,28.10377554,0
984,CDN,2019,4.823798166,4.729703889,72.25118521,53.37844333,0.800376275,0.495582456,0.186070196,0.813929804,0.312469679,0.224677402,0.111346179,0.136800715,0.300889125,0.278742184,0.206106694,0.83223694,0.072896678,0.113173518,0.224026594,0.021415585,46.69496508,4.419285298,0.61918684,0.39176977,0.186070196,28.13935421,0
985,CDN,2020,4.99540301,4.846815209,44.26373493,51.95676293,0.931982438,0.525721934,0.182790556,0.817209444,0.317608002,0.231544994,0.121728282,0.148956039,0.481729113,0.319363645,0.187417397,0.913468927,0.079932774,0.102857782,0.261070125,0.034947128,28.61465453,4.541415414,0.564089957,0.437291595,0.182790556,28.17344771,0
986,CDN,2021,4.756177057,4.6311669,50.90020059,53.58623349,1.187608597,0.604893217,0.171372306,0.828627694,0.308750934,0.220694158,0.133496399,0.161105404,0.515051612,0.357075435,0.196411608,1.089798874,0.095063526,0.07630878,0.306019023,0.030421664,32.87131145,4.398829914,0.509337182,0.554719303,0.171372306,28.20966728,0
987,CDN,2022,3.859058128,3.75694197,50.61178029,58.27760199,1.160172185,0.580932076,0.229809097,0.770190903,0.478050743,0.2271481,0.131957618,0.171331052,0.442447753,0.321367726,0.21383243,1.208459605,0.112403355,0.117405742,0.340658486,0.032187311,31.06814316,3.844632874,0.500729188,0.489116211,0.229809097,28.35343871,0
988,CDN,2023,4.679673358,4.58379748,58.42819111,68.30507065,1.254364815,0.560927689,0.23234852,0.76765148,0.51686495,0.222876646,0.125017682,0.162857345,0.567435955,0.368454912,0.224014606,1.247797326,0.100132505,0.132216014,0.346034761,0.027119754,36.87349042,3.372342906,0.447180662,0.430958224,0.23234852,28.42051392,0
989,CDN,2024,3.744967372,3.673378632,80.81051123,50.38371991,1.008447082,0.590453658,0.255957718,0.744042282,0.636061318,0.2074449,0.1224866,0.164623172,0.208117493,0.280162775,0.213236674,1.467292075,0.102064155,0.153893563,0.374763084,0.019223523,52.01960212,4.663390754,0.585507825,0.398753965,0.255957718,28.53125348,0
990,CEO,2017,1.510473711,0.965891013,1.458567589,276.1823891,1.510548591,0.324257979,0.604003903,0.395996097,2.211084396,0.175229492,0.056819561,0.143485154,0.192465784,0.208388455,0.397905869,1.187015105,0.408225634,0.195778269,0.257756233,1.133363456,0.88232949,0.799468061,0.214662395,0.675865888,0.604003903,29.36308111,1
991,CEO,2018,1.102351918,0.650314263,1.000834901,253.9921043,1.868065925,0.266695223,0.706585661,0.293414339,3.854311615,0.165644752,0.044176664,0.150560685,0.072268226,0.060335674,0.285590755,1.454779725,0.58949236,0.117093301,0.317050814,1.613535159,0.61975718,0.889880671,0.142765423,0.834282936,0.706585661,29.76192667,1
992,CEO,2019,1.323008118,0.938154734,4.4544431,81.27396959,3.272334063,0.566166172,0.543910737,0.456089263,1.698767201,0.133569671,0.075622629,0.165806642,0.075713885,0.106676468,0.288525913,1.768276405,0.330259403,0.213651334,0.329204393,0.328409294,3.044980816,3.069958732,0.173016007,0.607194123,0.543910737,29.71512198,1
993,CEO,2020,1.19190286,0.875402288,1.990491001,246.3644396,0.983508736,0.177976162,0.535329409,0.464670591,1.547340079,-0.078031802,-0.013887801,-0.029887411,0.108824223,0.05421364,0.356762348,0.514430262,0.282505637,0.252823772,0.001508847,0.688482784,1.452469143,1.081089225,0.180960428,0.527722991,0.535329409,29.63765942,1
994,CEO,2021,1.170221973,0.892300324,1.486470055,343.022412,0.624479084,0.128099654,0.497978661,0.502021339,1.36235759,0.091079254,0.011667221,0.023240488,0.141648412,0.052781902,0.331772149,0.350451837,0.310076901,0.187901759,0.039944439,0.772968207,1.29371427,0.926088672,0.205130416,0.622671061,0.497978661,29.58266381,1
995,CEO,2022,1.509099679,0.904130342,1.736785353,178.75866,1.823954613,0.361025455,0.47324389,0.52675611,1.298411717,0.121856964,0.043993466,0.083517713,0.168136939,0.174928727,0.34098542,0.990524528,0.343604081,0.129639809,0.180445238,0.896699927,1.115200269,1.311089959,0.197935547,0.726061315,0.47324389,29.5855352,1
996,CEO,2023,2.327151871,1.811291343,1.092808024,398.3033077,1.021998413,0.147851413,0.337277766,0.662722234,0.617626326,0.086975383,0.012859433,0.019403956,0.466594985,0.348072673,0.264345849,0.270746946,0.262270416,0.07500735,0.037952231,1.327667342,0.753200722,0.631605356,0.144668926,0.777609563,0.337277766,29.87437067,0
997,CEO,2024,2.538715217,1.838841157,0.950543333,391.1951705,0.605809116,0.146014724,0.295312024,0.704687976,0.489498635,0.126887386,0.018527427,0.026291674,0.505245516,0.3377249,0.280852602,0.242028777,0.219484994,0.07582703,0.043738909,1.437771009,0.695521049,0.682712315,0.241024309,0.743230807,0.295312024,29.8235216,0
998,CIA,2017,2.356485745,1.960621842,10.02256375,22.71354523,3.428747156,0.977808035,0.44076693,0.55923307,2.491331694,0.110021513,0.107579919,0.192370453,1.442452735,0.33430595,0.104773626,5.52683058,0.246450028,0.194316902,0.758671741,0.131588359,7.599456408,12.18461017,0.285179394,0.559139109,0.44076693,26.8373489,0
999,CIA,2018,3.47633212,3.402192644,71.55977654,103.8808478,2.380874767,0.778485392,0.251386922,0.748613078,0.864803274,0.125705937,0.097860236,0.130722049,1.120316473,0.363363142,0.434350021,2.67808966,0.146734414,0.104652508,0.417261053,0.01968745,50.79377859,2.494014218,0.326974523,0.583699472,0.251386922,26.6683032,0
1000,CIA,2019,3.897598509,3.798929605,44.22177015,130.9423401,2.112367789,0.628295323,0.162309364,0.837690636,0.386461064,0.098719918,0.062025262,0.074043161,1.234392009,0.417239689,0.401611885,1.495980716,0.143994997,0.018314367,0.187379553,0.031485165,31.76098997,2.002030428,0.297436519,0.887163829,0.162309364,26.87449913,0
1001,CIA,2020,2.753979137,2.684937945,18.79104901,290.051732,0.759409968,0.247388806,0.222339157,0.777660843,0.460537521,-0.465302173,-0.115110549,-0.148021531,0.852326184,0.334460751,0.37435295,0.512423583,0.190686847,0.03165231,-0.222017107,0.047080385,21.2402679,1.422415139,0.325764496,0.857639518,0.222339157,26.73516256,0
1002,CIA,2021,2.565079847,2.3939335,3.975376901,539.9390453,0.367633913,0.125446627,0.223311852,0.776688148,0.375669735,-1.211861101,-0.152023887,-0.195733497,0.381024717,0.288568911,0.392371023,0.211034483,0.184379674,0.038932178,-0.264588697,0.152499454,6.55740051,1.115068456,0.341227025,0.825660046,0.223311852,26.52711334,0
1003,CIA,2022,23.2779927,22.95725565,28.54732764,537.4799339,13.15203763,0.315608328,0.03936789,0.96063211,0.067276016,0.559611258,0.176617973,0.183855996,2.102249086,0.7679093,0.579213195,0.53934491,0.034469412,0.004898478,0.31116403,0.036128738,27.67879651,0.658434158,0.023996915,0.875571741,0.03936789,26.54282548,0
1004,CIA,2023,21.20409499,20.8706536,22.10179559,668.5816778,15.27412869,0.277253707,0.040982206,0.959017794,0.070695942,0.058213915,0.016140024,0.016829744,0.460865291,0.760098208,0.636632667,0.478273711,0.037620998,0.003361209,0.030190886,0.055928648,17.87992454,0.441648254,0.018151851,0.917983704,0.040982206,26.55222237,0
1005,CJC,2017,1.516706068,1.285638508,5.723298581,288.4243221,11.78957223,0.652552823,0.697891122,0.302108878,4.438877337,0.032129569,0.020966241,0.069399618,0.239013282,0.254961058,0.689005953,4.150506932,0.493435385,0.204455737,0.164389331,0.206141392,4.851039319,1.072628606,0.05535,0.707037774,0.697891122,26.26223896,1
1006,CJC,2018,1.366240799,1.034970121,3.176324934,262.4222939,6.68466459,0.556909874,0.720374943,0.279625057,4.619769293,0.001414945,0.000787997,0.002818048,0.274379549,0.193840143,0.553717861,3.571466722,0.529269659,0.191105283,0.003606387,0.333841425,2.995434137,1.311677256,0.083311566,0.734714144,0.720374943,26.27047351,1
1007,CJC,2019,1.091769604,0.693409134,3.575973048,166.7263188,14.7607676,1.192689236,0.83725322,0.16274678,5.176941276,-0.106022207,-0.126451545,-0.776983396,0.032145276,0.076834397,0.596006191,7.374689026,0.83725322,0,-0.779575874,0.272249146,3.673106104,2.248681464,0.080801302,1,0.83725322,26.23398841,1
1008,CJC,2020,1.265941331,1.000183768,9.347277362,139.8589414,15.17903108,1.720059466,0.699153926,0.300846074,2.491900509,0.010754433,0.018498265,0.061487474,0.046606201,0.184144409,0.751890427,6.130577118,0.692424935,0.00672899,0.053925455,0.118097465,8.467582289,2.36416032,0.113318133,0.990375524,0.699153926,25.68307532,0
1009,CJC,2021,1.271498047,0.775800514,2.223948919,221.7246519,6.774066962,0.752708731,0.682787226,0.317212774,2.175267613,-0.02571628,-0.019356869,-0.061021719,0.101967412,0.185375398,0.526680192,2.398028053,0.682787226,0,-0.063986549,0.520578856,1.920938564,1.421895075,0.111116222,1,0.682787226,25.57086898,1
1010,CJC,2022,1.154806198,0.651417476,2.747162694,124.1108624,19.45367005,1.111688582,0.804473977,0.195526023,4.346100592,0.007611871,0.00846203,0.043278281,0.112243043,0.12444677,0.407188669,6.005800733,0.803887515,0.000586462,0.041098972,0.393708871,2.539947846,2.71908942,0.057145442,0.999270999,0.804473977,26.09899098,1
1011,CJC,2023,1.579969873,1.18866936,4.948285773,191.0080211,20.12388177,1.144355069,0.609479806,0.390520194,1.680259983,0.01583578,0.018121756,0.046404145,0.140587626,0.342768609,0.641320505,3.154844523,0.591011058,0.018468748,0.023056225,0.224565316,4.453047408,1.719664812,0.056865523,0.969697523,0.609479806,26.11939047,0
1012,CJC,2024,1.582736535,1.008154346,4.685486178,104.3097672,26.55646508,1.566094226,0.620183299,0.379816701,1.917555594,0.020186203,0.031613497,0.083233561,0.209653322,0.338987212,0.486105242,4.842234137,0.581716079,0.038467221,0.046220262,0.23184231,4.313276548,3.221221072,0.05897224,0.937974433,0.620183299,26.23408392,0
1013,CKV,2017,1.13068694,0.781670793,4.048795408,123.1683955,3.023709699,0.803904031,0.608662918,0.391337082,3.317099499,0.023485668,0.018880223,0.048245422,0.271296337,0.074347273,0.421730874,4.381127187,0.568895966,0.039766952,0.061915699,0.30438138,3.285352076,2.404637783,0.265866803,0.934665065,0.608662918,26.12014923,1
1014,CKV,2018,1.145143462,0.794994859,6.391466616,82.68633749,5.153981766,1.291379246,0.580180367,0.419819633,2.974424075,0.017947074,0.023176478,0.055205799,0.245689105,0.083752612,0.442724867,6.620543781,0.577033304,0.003147063,0.152626192,0.18010913,5.552189376,3.834624605,0.250559529,0.994575716,0.580180367,26.05903449,0
1015,CKV,2019,1.209470508,1.148001556,63.74304712,76.63394385,8.569031141,2.079120592,0.536085256,0.463914744,2.51254005,0.013510631,0.02809023,0.060550415,0.304062602,0.111151144,0.680176558,9.744483174,0.530629082,0.005456173,0.157058642,0.017247655,57.97889696,4.332203176,0.242631933,0.989822191,0.536085256,25.9693241,0
1016,CKV,2020,1.323450042,1.271266826,112.4916535,44.99397305,9.923314071,2.73658939,0.470429368,0.529570632,1.840809356,0.001038532,0.002842035,0.005366678,0.538867336,0.150787627,0.546770494,10.7083862,0.466185215,0.004244153,0.013034097,0.009553696,104.6715284,7.548258866,0.275773736,0.990978129,0.470429368,25.78888261,0
1017,CKV,2021,1.287214222,1.245107769,128.8226493,38.91294288,13.92214892,2.828611574,0.521473714,0.478526286,2.194488058,0.004168268,0.01179041,0.024639002,0.658651194,0.149774667,0.449253299,11.90348458,0.521473714,0,0.056923569,0.008212417,121.7668326,8.866160131,0.203173489,1,0.521473714,25.86161301,0
1018,CKV,2022,1.402776114,1.353026463,152.9919025,42.65978465,18.54915207,3.596224638,0.472485334,0.527514666,1.801349192,0.003882905,0.0139638,0.026470923,0.310710155,0.190305807,0.634155716,13.71059772,0.472485334,0,0.061436967,0.006935046,144.1951411,8.064108948,0.193875419,1,0.472485334,25.76285232,0
1019,CKV,2023,1.410090238,1.308989767,110.0490264,20.02100261,29.95616446,5.331299752,0.479174522,0.520825478,1.798353101,0.003051256,0.01626716,0.031233418,0.508131119,0.196504794,0.432798189,20.00849168,0.479174522,0,-0.001813746,0.009530008,104.9317023,17.38311311,0.177970039,1,0.479174522,25.74712951,0
1020,CKV,2024,1.327313186,0.990243192,23.838198,32.39975135,30.54746214,4.564930397,0.612350391,0.387649609,3.008251443,0.003054236,0.013942376,0.03596644,0.268942426,0.18595341,0.537364436,22.42581805,0.56812074,0.044229651,0.090997835,0.044187717,22.6307234,10.69488702,0.149437304,0.927770682,0.612350391,26.01637743,0
1021,CLH,2017,0.192834239,0.111750046,36.41066233,12.17546934,1.862432596,1.629934906,0.617226978,0.382773022,2.46344789,0.043008999,0.070101869,0.183142137,0.013267873,-0.445623635,0.510708958,6.50532113,0.552084412,0.065142566,0.350213622,0.031858723,31.38857717,25.84343298,0.875164507,0.894459302,0.617226978,26.71251642,0
1022,CLH,2018,0.301920311,0.207014318,49.4544116,15.26940179,2.459661811,2.073547532,0.528752855,0.471247145,1.837617477,0.043291179,0.089766316,0.190486706,0.010665705,-0.308404226,0.650332572,7.206367112,0.441789427,0.086963428,0.386443585,0.023016415,43.44725215,21.00042658,0.843021396,0.835531048,0.528752855,26.57414006,0
1023,CLH,2019,0.367334295,0.269886412,55.02615177,9.017509111,2.841362161,2.230075392,0.434949691,0.565050309,1.345147671,0.055515854,0.123804541,0.219103572,0.137411001,-0.263119048,0.36063992,6.896845275,0.415889538,0.019060153,0.478810211,0.021273157,47.00759846,34.57842416,0.784861368,0.956178488,0.434949691,26.45746473,0
1024,CLH,2020,0.844134309,0.586187525,31.62279256,8.892814446,3.389677192,2.37388602,0.386000591,0.613999409,0.966043506,0.058002745,0.137691906,0.224254134,0.387451453,-0.045360732,0.235431815,5.941123479,0.291024483,0.094976108,0.431177556,0.036735545,27.22159126,35.33189437,0.700328051,0.753948283,0.386000591,26.42812755,0
1025,CLH,2021,1.247449477,1.105764058,54.15293482,4.194471497,4.39168317,2.386108358,0.336951493,0.663048507,0.863505496,0.074256227,0.177183403,0.267225401,0.908856555,0.076953707,0.070681959,6.11487921,0.31098755,0.025963943,0.569908771,0.021846942,45.77299553,73.55343403,0.543324339,0.922944568,0.336951493,26.45181886,0
1026,CLH,2022,1.627113691,1.384618291,30.30686964,4.714535399,6.495512851,2.542956208,0.363307749,0.636692251,0.966514132,0.069024687,0.175526757,0.275685398,0.926626415,0.216990428,0.058340846,6.765072076,0.346014496,0.017293253,0.5940903,0.038907129,25.70223067,65.65740281,0.391494292,0.952400539,0.363307749,26.48920323,0
1027,CLH,2023,1.886938473,1.460367558,14.9248395,7.313431803,6.981629791,2.173180646,0.351417566,0.648582434,0.888319569,0.071476868,0.155332145,0.239494838,0.942809141,0.30275297,0.067603864,5.493404662,0.341346079,0.010071487,0.504144185,0.079328677,12.60578185,42.15331811,0.311271252,0.971340399,0.351417566,26.43811397,0
1028,CLH,2024,1.888097217,1.752037342,43.68690291,5.304101509,7.349073233,2.118310378,0.358275241,0.641724759,0.93190067,0.058499821,0.123920777,0.193105806,1.040158457,0.316496403,0.045748403,5.509883564,0.356375853,0.001899387,0.404533329,0.026698043,37.45592852,58.99977394,0.288241838,0.994698524,0.358275241,26.46668229,0
1029,CLM,2017,1.142877606,0.966166274,21.89274529,83.10554567,1087.825083,2.598479113,0.73335046,0.26664954,3.610996049,0.009693254,0.025187719,0.094460012,0.084375078,0.095966304,0.770729609,12.79483457,0.671667918,0.061682542,0.157536947,0.05025022,19.90041025,3.992313747,0.002388692,0.915889408,0.73335046,27.01786143,0
1030,CLM,2018,1.060893562,0.909584426,17.36713259,116.6109912,2004.430351,2.168250922,0.838967707,0.161032293,6.954694422,0.007525625,0.016317444,0.101330257,0.064672016,0.050244398,0.791349044,17.97390111,0.825118389,0.013849318,0.16899337,0.062224007,16.07096757,2.896458312,0.001081729,0.983492431,0.838967707,27.53874615,0
1031,CLM,2019,1.080957456,0.442540333,9.833059922,22.05187975,7975.440968,5.212768674,0.834749602,0.165250398,7.882994588,0.007556776,0.039391726,0.238375982,0.021126906,0.067225198,0.35086283,49.22701027,0.830376863,0.004372739,0.345886485,0.107264469,9.322751594,15.69288079,0.000653603,0.994761616,0.834749602,27.66907753,0
1032,CLM,2020,1.105313026,0.765102918,21.83355041,36.35644559,20156.90007,6.208154646,0.83877777,0.16122223,9.198383069,0.006314509,0.039201447,0.243151625,0.024757072,0.088018313,0.66938325,68.08118503,0.835778031,0.002999739,0.546697699,0.048060778,20.8069873,9.567451862,0.000307992,0.996423678,0.83877777,27.8185834,0
1033,CLM,2021,1.19003878,0.856759971,13.65083727,64.25309895,18446.34192,3.402120275,0.752459952,0.247540048,5.385891111,0.010568654,0.03595583,0.145252579,0.042951632,0.142110087,0.672987644,24.35139479,0.747795199,0.004664753,0.369225522,0.081235144,12.30994306,5.1226601,0.000184433,0.993800663,0.752459952,27.39193648,0
1034,CLM,2022,1.988190824,0.469924728,19.73436975,3.49177217,0,13.83929631,0.467183786,0.532816214,4.059299348,0.025616352,0.354512285,0.665355663,0.147558133,0.456439972,0.144167087,120.2478514,0.461894566,0.00528922,3.874521546,0.053856064,18.5680113,98.3533362,0,0.988678502,0.467183786,27.58578914,0
1035,CLM,2023,1.323077152,0.813796782,20.05089835,24.65049022,0,7.452738514,0.731994624,0.268005376,16.00477005,0.01000353,0.074553695,0.27817985,0.096852512,0.235793244,0.521240675,162.9511506,0.729835714,0.00215891,1.770571876,0.05122606,19.52131382,14.41592492,0,0.997050648,0.731994624,28.50861512,0
1036,CMC,2017,1.685069627,1.402454692,1.116519956,386.1402218,4.747211884,0.093521917,0.420624567,0.579375433,0.944325072,0.161378999,0.015092473,0.026049557,0.002289854,0.203042296,0.198105223,0.2099618,0.296381985,0.124242582,0.033883585,0.922092629,1.084489745,0.918135506,0.019700388,0.704623572,0.420624567,25.35213358,1
1037,CMC,2018,1.270096169,0.65617225,0.646306241,91.92403274,12.65512424,0.165387461,0.521821228,0.478178772,1.386210526,-0.069317144,-0.011464186,-0.023974687,0.014059794,0.112581777,0.078677853,0.439349392,0.416821082,0.105000147,-0.030454445,1.867048791,0.535604642,3.290559733,0.013068814,0.798781382,0.521821228,25.5204078,1
1038,CMC,2019,1.233182321,0.646929658,1.895058364,39.93875805,44.49231084,0.450920517,0.488942095,0.511057905,1.216025245,0.000653871,0.000294844,0.000576928,0.01205933,0.094642935,0.098578412,1.121463539,0.405875258,0.083066837,0.000738908,0.571885764,1.748600967,8.432695782,0.010134797,0.83010905,0.488942095,25.45450254,1
1039,CMC,2020,1.121331178,0.687751917,2.41782989,112.0318711,101.3582157,0.5295186,0.573879577,0.426120423,1.724029404,0.00572553,0.003031775,0.007114831,0.013359953,0.061285734,0.286951877,1.590761672,0.505111175,0.068768403,0.012272097,0.434176848,2.303208944,3.103550893,0.00522423,0.880169281,0.573879577,25.64340372,1
1040,CMC,2021,1.207987593,0.742122906,1.191526732,218.8287181,130.251594,0.267446896,0.550413571,0.449586429,1.657457516,0.091524299,0.02447789,0.054445348,0.064138707,0.10021008,0.275494263,0.805361445,0.481807971,0.068605599,0.073813846,0.778370529,1.284735177,1.798450023,0.00205331,0.875356272,0.550413571,25.64577394,1
1041,CMS,2017,1.349321031,0.901663486,6.000770473,98.31430271,2.934788988,1.060861644,0.421698994,0.578301006,1.003965649,0.013138722,0.013938367,0.02410227,0.101056207,0.137952812,0.5362428,2.52566087,0.394916994,0.026782,0.085453881,0.188020772,5.318561303,3.290510757,0.361477997,0.936490244,0.421698994,26.73818162,0
1042,CMS,2018,1.356937721,1.059649919,3.482018405,213.8927063,2.308998082,0.453078963,0.603196724,0.396803276,2.178377872,-0.001177498,-0.0005335,-0.001344494,0.289996401,0.156227755,0.44704511,1.636244277,0.437689114,0.16550761,0.034102235,0.31871073,3.137641456,1.537691243,0.196223187,0.725615867,0.603196724,27.15485271,1
1043,CMS,2019,1.17101682,0.75201565,2.627153845,157.8114708,1.435003325,0.513848187,0.619618161,0.380381839,2.256349502,0.012791501,0.00657289,0.017279715,0.034963054,0.079831247,0.406427711,1.871186443,0.466803483,0.152814677,0.0280053,0.432381313,2.312773402,2.036112993,0.358081531,0.753372824,0.619618161,27.16316042,1
1044,CMS,2020,1.748673449,1.189301912,3.188003834,130.6005367,45.63866148,0.74139852,0.458348764,0.541651236,1.000780532,-0.050214678,-0.037229088,-0.068732582,0.124965467,0.311261171,0.36489052,1.618804858,0.415750246,0.042598518,-0.106966186,0.32001636,3.124840247,2.739409057,0.016244966,0.907060909,0.458348764,26.65166543,1
1045,CMS,2021,2.422237287,2.040587212,3.697494718,406.4024782,32.94512017,0.493334713,0.394706907,0.605293093,0.871918404,0.077969293,0.038464959,0.063547659,0.11309048,0.497211107,0.648663875,1.089789937,0.349597856,0.045109051,0.082281054,0.273301293,3.658965488,0.888765663,0.01497444,0.885715071,0.394706907,26.66331268,0
1046,CMS,2022,2.494370745,2.333143203,5.735522334,749.5360381,5.038688746,0.321736885,0.380044179,0.619955821,0.743656667,0.000213542,6.87045E-05,0.000110822,0.219097507,0.519932542,0.761291286,0.629563069,0.34792741,0.032116769,-0.016226316,0.190078024,5.260997457,0.446678925,0.063853296,0.915492011,0.380044179,26.93395685,0
1047,CMS,2023,2.957946747,2.3215973,1.18203208,789.8923628,3.737135727,0.229339242,0.352150582,0.647849418,0.591830184,0.017596033,0.004035461,0.006229011,0.438212011,0.596972486,0.550312824,0.385431384,0.304897203,0.047253379,-0.004912295,0.942075022,1.061486587,0.414963786,0.061367651,0.865814848,0.352150582,26.78182577,0
1048,CMS,2024,3.735105538,2.848780002,1.688208756,629.5219724,9.77217367,0.360771558,0.499365672,0.500634328,1.098880139,0.024516286,0.008844779,0.017667144,0.062481737,0.659457741,0.690930814,0.793896581,0.2411087,0.258256972,0.001965051,0.640915014,1.560269268,0.535864982,0.036918251,0.482829945,0.499365672,27.05137315,1
1049,CPC,2017,2.023017224,1.038395751,4.384995085,37.78197959,18.19634613,1.862052709,0.435491249,0.564508751,1.496918036,0.045249224,0.084256441,0.149256217,0.524054907,0.441201014,0.220917784,6.400450732,0.431274278,0.004216971,0.375414042,0.288557057,3.465519122,7.634970159,0.102331133,0.990316749,0.435491249,25.71986393,0
1050,CPC,2018,1.902403865,0.792110481,3.965950099,28.97055867,19.1362138,2.010358444,0.460441684,0.539558316,1.715040583,0.041817345,0.084067853,0.15580865,0.366268579,0.411992631,0.183715705,7.488128117,0.456550162,0.003891522,0.385013679,0.295722788,3.381545292,10.74246525,0.105055183,0.991548285,0.460441684,25.80018082,0
1051,CPC,2019,2.358368258,1.652892853,8.222593226,61.28046734,19.43841803,2.104986034,0.36687007,0.63312993,1.084404535,0.040476186,0.085201806,0.134572388,0.559197976,0.492919569,0.412960266,6.221975,0.362876242,0.003993828,0.329822222,0.144720985,6.909847963,5.005304249,0.108289987,0.989113782,0.36687007,25.56895355,0
1052,CPC,2020,2.556184953,1.854099484,6.34357645,45.06856416,16.82067925,1.537042087,0.34827811,0.65172189,1.010165219,0.052903571,0.081315015,0.124769501,1.16952645,0.537060001,0.21513583,4.458122435,0.345113221,0.003164889,0.263367361,0.200109378,4.997267033,6.379953614,0.091378122,0.990912753,0.34827811,25.55004286,0
1053,CPC,2021,2.799242201,2.236624188,9.088687521,30.02009323,16.54621232,1.590006528,0.310945375,0.689054625,0.864432116,0.050450569,0.080216734,0.116415638,0.571775744,0.559466042,0.150242742,4.420238461,0.310945375,0,0.27544114,0.138062553,7.243093661,9.689553317,0.096094895,1,0.310945375,25.50763053,0
1054,CTB,2017,1.894404561,1.431520891,2.659313944,384.1708025,6.254384865,0.576384408,0.787384819,0.212615181,6.062479487,0.044662148,0.025742566,0.12107586,0.121603922,0.418798154,0.68391201,4.437879121,0.468242418,0.319142401,0.240956686,0.486447955,2.055718375,0.734450476,0.09215685,0.594680525,0.787384819,27.21877019,1
1055,CTB,2018,1.325326388,0.938917901,7.516426218,76.85117496,15.28773965,1.845590444,0.691999161,0.308000839,3.607479447,0.034545014,0.063755948,0.206999268,0.165008982,0.206726699,0.46141622,9.621297208,0.635443993,0.056555168,0.423506962,0.160596495,6.226785951,3.934548389,0.120723566,0.918272779,0.691999161,26.82879298,0
1056,CTB,2019,1.655315635,1.2173361,5.315151621,133.4024222,9.199651098,1.130686546,0.567089729,0.432910271,2.135155265,0.049699531,0.05619459,0.129806554,0.169581476,0.318290208,0.513995728,4.257159328,0.485705194,0.081384535,0.256959829,0.257077198,3.88988213,2.002395835,0.122905373,0.856487377,0.567089729,26.96756294,0
