STT,Stock_code,Year,CR,QR,ITR,DSO,FATR,ATR,DAR,EAR,DER,ROS,ROA,ROE,CFR,WCTA,ARtoCA,STR,SDA,LDA,PRE,IRR,IT,CPtoAR,FAR,STDR,TDR,LogTA,Risk
8924,TSG,2022,1.273938616,1.062613118,15.03366012,111.8023863,28.07828726,2.199510187,0.692323939,0.307676061,2.989743047,0.021699847,0.047729034,0.155127552,0.084067192,0.189654262,0.763882103,9.498400848,0.692323939,0,0.356661866,0.076197433,13.12380173,2.849946613,0.078334913,1,0.692323939,25.61175186,0
8925,TSG,2023,1.238001037,1.034856542,10.62527223,162.2679575,25.71529334,1.571236049,0.727941217,0.272058783,3.6367309,0.027570459,0.043319698,0.159229186,0.069426279,0.173250765,0.775111216,7.849758411,0.727941217,0,0.312759937,0.113851292,8.783387391,1.85943956,0.06110123,1,0.727941217,25.75748326,0
8926,TSJ,2017,10.94902447,10.94175107,517.0500613,62.38099454,18.87222504,0.185078932,0.049213814,0.950786186,0.059347877,0.576392716,0.106678148,0.112199935,0.554731826,0.489629438,0.058702145,0.223190215,0.049213814,0,0.13607416,0.002440554,409.7430356,4.636812737,0.009806948,1,0.049213814,27.52791081,0
8927,TSJ,2018,11.60204324,11.59017148,294.0889227,90.89180349,21.54669145,0.179970729,0.057119142,0.942880858,0.069575829,0.558393052,0.100494404,0.106582294,1.152421009,0.546509493,0.074936104,0.219219199,0.051547563,0.005571579,0.132914913,0.004343958,230.2047863,3.143430236,0.008352592,0.902456881,0.057119142,27.53794673,0
8928,TSJ,2019,13.32580484,13.31634006,443.6815568,74.3648574,26.8873593,0.189440023,0.05473277,0.94526723,0.065189013,0.483736942,0.091639138,0.096945218,0.532159769,0.556038795,0.06420419,0.225630975,0.045111764,0.009621006,0.121868256,0.002806061,356.3714482,3.942363277,0.007045691,0.82421854,0.05473277,27.51549715,0
8929,TSJ,2020,25.78116926,25.76216473,208.3171443,169.2280477,12.18832875,0.079873899,0.028634103,0.971365897,0.03382977,1.336591504,0.106758774,0.109905829,0.948166339,0.499970606,0.07119657,0.094367043,0.020175424,0.008458678,0.13185856,0.007606121,131.4730627,1.361232428,0.00655331,0.704594262,0.028634103,27.50741158,0
8930,TSJ,2021,26.58841613,26.56855721,173.4522387,111.2174578,11.85441545,0.076429428,0.030672981,0.969327019,0.033857746,0.454438157,0.034732448,0.035831508,1.274646941,0.567764713,0.039475101,0.084365068,0.022188349,0.008484632,0.044729631,0.009913806,100.8694375,1.908532632,0.006447338,0.723384176,0.030672981,27.43945444,0
8931,TSJ,2022,19.84987523,19.8347021,339.371155,82.24008772,26.61931537,0.154912266,0.039396749,0.960603251,0.043992982,0.235663463,0.036507161,0.038004411,0.914043917,0.567079824,0.058449797,0.172985148,0.030084009,0.00931274,0.051527944,0.003767592,265.4215007,3.471126758,0.005819544,0.763616545,0.039396749,27.45101563,0
8932,TSJ,2023,19.53083616,19.51824478,399.0563988,101.7517482,33.67322466,0.159351438,0.038093549,0.961906451,0.044951122,0.536380417,0.085472991,0.088857904,1.56304437,0.587683502,0.071719241,0.188037768,0.031713815,0.006379734,0.114440175,0.003345349,298.9224767,2.687047091,0.004732289,0.832524545,0.038093549,27.50619959,0
8933,TSJ,2024,21.07556418,21.06209735,405.6704514,77.49208033,38.5762181,0.161686616,0.036886904,0.963113096,0.043977529,0.565755353,0.091475069,0.094978533,0.852471885,0.59415927,0.055033128,0.192767001,0.029596143,0.007290761,0.120431084,0.003165592,315.8967144,3.667813782,0.004191355,0.802348249,0.036886904,27.51649103,0
8934,TST,2017,1.292251593,1.101741183,6.499528378,310.5210592,6.567112465,0.776622496,0.635081973,0.364918027,3.841257153,0.015150813,0.011766462,0.032244123,0.04393372,0.183301618,0.815176543,4.697356949,0.627204854,0.007877119,0.054437273,0.172147108,5.808985195,1.050558475,0.118259357,0.987596689,0.635081973,26.39426774,1
8935,TST,2018,1.328152772,1.073340603,3.00853089,498.8449368,3.834611062,0.461030266,0.606620145,0.393379855,3.427685218,0.020995016,0.009679338,0.024605576,0.02166139,0.197347158,0.788858864,2.605034864,0.601388056,0.005232089,0.088595274,0.400897555,2.494402841,0.606651692,0.12022869,0.991375016,0.606620145,26.32620449,1
8936,TST,2019,1.291885325,0.970309738,1.516566325,696.3057221,3.074128087,0.314451813,0.647267749,0.352732251,4.066673986,0.008249699,0.002594133,0.007354396,0.035437554,0.188200981,0.72015771,1.97564765,0.644777127,0.002490622,0.011205309,0.752141706,1.329536698,0.459548996,0.102289756,0.9961521,0.647267749,26.43228755,1
8937,TST,2020,1.323039912,0.909636594,1.299452378,599.4550937,3.067384531,0.332529033,0.621425516,0.378574484,3.644625559,0.002133449,0.000709434,0.001873961,0.023526247,0.199963821,0.666845417,1.950264001,0.619006548,0.002418967,0.028639286,0.887903643,1.126248335,0.527727837,0.108408003,0.99610739,0.621425516,26.3634597,1
8938,TST,2021,1.320146619,0.89694945,1.24775688,579.9351363,3.285855968,0.332271368,0.629664916,0.370335084,3.754172261,-0.002581481,-0.000857752,-0.002316152,0.052496346,0.201450853,0.635531553,1.981059958,0.629245606,0.00041931,0.009619451,0.884798717,1.130200554,0.570084174,0.101121708,0.999334074,0.629664916,26.37990215,1
8939,TST,2022,1.190824273,0.733160133,0.676456059,851.4968512,1.876271149,0.210343249,0.679916962,0.320083038,3.461498254,-0.540159264,-0.113618854,-0.354966808,0.004361482,0.129650954,0.60649745,1.070870164,0.679425905,0.000491057,-0.543498288,1.553049864,0.643894329,0.408023171,0.112107063,0.999277769,0.679916962,26.22195297,1
8940,TST,2023,1.359605784,0.914378346,0.176295171,4139.665026,1.823151821,0.05069284,0.646425559,0.353574441,2.755290233,-0.55304739,-0.028035543,-0.079291769,0.01326072,0.23224745,0.654759289,0.216070489,0.645839028,0.000586531,-0.115039675,7.925845382,0.126169506,0.063101786,0.027805057,0.999092655,0.646425559,26.04428686,1
8941,TT6,2024,1.622588675,1.20270475,4.075616848,250.1097824,2.66239635,0.74977543,0.50915553,0.49084447,1.160629767,0.041861674,0.031386854,0.063944602,0.000401745,0.272778304,0.722689875,1.709127432,0.438135666,0.071019864,0.075555342,0.279866754,3.573128946,1.279432936,0.281616759,0.860514402,0.50915553,26.87247198,1
8942,TTD,2017,1.730229368,1.15191372,14.96676886,11.53593824,3.296311784,1.916701685,0.221632936,0.778367064,0.403731798,0.116081906,0.222494384,0.285847634,0.851734738,0.161704023,0.158106372,3.49150912,0.221442782,0.000190154,0.453447941,0.086860053,11.51277214,24.33838742,0.581468566,0.999142033,0.221632936,26.3697684,0
8943,TTD,2018,1.356482671,0.831651434,13.70645623,19.76960372,3.46513797,2.006671179,0.279098259,0.720901741,0.520162507,0.114526097,0.229816218,0.318789933,0.423058395,0.099441983,0.287233909,3.739883988,0.278953204,0.000145055,0.473467928,0.095022008,10.5238778,14.17573263,0.579102822,0.999480273,0.279098259,26.39261755,0
8944,TTD,2019,1.408620242,0.859822616,15.86548224,11.2863485,3.636121911,2.194813068,0.252137146,0.747862854,0.488004867,0.116522893,0.255745969,0.341969075,0.56427453,0.103003484,0.191131456,4.248003431,0.252076312,6.08338E-05,0.547475087,0.081743187,12.23343539,24.93644639,0.603613718,0.999758727,0.252137146,26.43039239,0
8945,TTD,2020,2.155789398,1.482325769,14.61146462,13.74672072,3.351683259,1.875061741,0.190549439,0.809450561,0.372931401,0.09337072,0.175075865,0.216289757,0.830942833,0.220235022,0.17191264,3.669753135,0.190549439,0,0.375401325,0.086513898,11.55883654,21.004586,0.559438824,1,0.190549439,26.44152298,0
8946,TTD,2022,2.661124392,2.078967778,5.009861719,38.18339281,1.239602193,0.566561806,0.194259255,0.805740745,0.424827992,0.112688434,0.063844963,0.0792376,1.034734162,0.322688787,0.114652109,1.239021091,0.194259255,0,0.147803555,0.257096185,3.889594857,7.42159033,0.45705131,1,0.194259255,26.55253091,0
8947,TTD,2023,2.553912022,2.020834307,17.13217517,12.41929219,4.584719265,1.932327936,0.211581552,0.788418448,0.52223995,0.112000307,0.216421322,0.274500581,0.623934733,0.328779118,0.121674923,4.769502987,0.211581552,0,0.593725013,0.075163931,13.30425366,22.8230683,0.421471376,1,0.211581552,26.67355682,0
8948,TTD,2024,3.454961415,2.882139341,19.81461538,10.44292451,5.352642036,1.982113299,0.174708089,0.825291911,0.441185833,0.108269124,0.21460167,0.260031229,1.119294357,0.428714087,0.093992124,5.005379621,0.174631701,7.63882E-05,0.596990741,0.064706588,15.45437681,27.26067319,0.370305596,0.999562766,0.174708089,26.69638984,0
8949,TTG,2017,5.064121559,3.971833714,20.54594223,20.07989065,6.273003738,2.550991516,0.113669998,0.886330002,0.137906351,-0.005063545,-0.01291706,-0.014573646,1.942843506,0.461968688,0.24379653,3.09490576,0.113669998,0,0.008075158,0.059010078,16.94625799,14.99268002,0.406661884,1,0.113669998,23.91227345,0
8950,TTG,2018,4.748692365,4.200516935,29.58405851,45.91389675,7.398334879,2.301966936,0.141945544,0.858054456,0.181704744,0.00783459,0.018034968,0.021018442,1.937469863,0.532110176,0.429590404,2.94675199,0.141945544,0,0.006381185,0.043162826,23.16808458,6.225598208,0.311146626,1,0.141945544,23.96593771,0
8951,TTG,2019,5.405922558,4.648642355,17.80543786,21.85549114,7.939052719,1.867052535,0.138467317,0.861532683,0.173985039,0.001757954,0.003282192,0.003809713,3.605857068,0.610076274,0.149350661,2.345963043,0.138467317,0,-0.023291659,0.073086497,13.68241798,12.83342241,0.235173213,1,0.138467317,23.9473331,0
8952,TTG,2020,2.072285913,1.421359626,8.033975616,67.31422617,6.230873953,1.752877673,0.335188639,0.664811361,0.249016189,-0.452009835,-0.792317947,-1.191793632,0.315082945,0.359418055,0.465400278,1.302236612,0.335188639,0,-0.577768804,0.115123038,8.68635867,5.862640388,0.281321318,1,0.335188639,23.42182255,1
8953,TTG,2021,1.599168706,1.041619695,11.72397255,48.90974595,8.700150531,2.694453233,0.412204575,0.587795425,0.194450711,-0.170419903,-0.45918846,-0.781204549,0.051190036,0.246980082,0.547729463,1.271063881,0.412204575,0,-0.225058971,0.095835276,10.43457114,6.641975494,0.30970191,1,0.412204575,22.96765706,1
8954,TTG,2022,1.411191016,0.90712686,10.4740929,53.78791367,15.81091038,2.927783705,0.554544947,0.445455053,0.246480906,-0.060929883,-0.178389518,-0.400465808,0.052199652,0.2280239,0.55132574,1.301324236,0.554544947,0,-0.107903031,0.122239557,8.180657893,5.300050101,0.185174897,1,0.554544947,22.90813478,0
8955,TTG,2023,1.178447563,0.995534367,27.10569303,62.02557473,73.86948077,2.620464636,0.528533779,0.471466221,0.323426409,0.056444776,0.147911539,0.313726694,0.140042993,0.094315565,0.714945973,1.603544561,0.528533779,0,0.090369172,0.048372062,20.67309009,4.488145717,0.035474253,1,0.528533779,23.227863,0
8956,TTG,2024,5.371605659,5.087632544,44.93126747,27.46419798,128.5593893,1.4746201,0.115572432,0.884427568,0.085456978,0.058268569,0.085924003,0.097152109,3.42555028,0.5052371,0.178729331,1.09036883,0.115572432,0,0.081051601,0.02752455,36.33120187,10.74625244,0.011470342,1,0.115572432,23.94774198,0
8957,TTN,2017,1.100767456,0.820761037,4.550568948,228.7224919,1.711453871,0.582969278,0.464333489,0.535666511,0.67629891,0.151151606,0.088116743,0.164499256,0.020202788,0.046103328,0.725360854,0.849091218,0.457522001,0.006811488,0.144569551,0.292641658,3.417148485,1.198345756,0.340628099,0.985330613,0.464333489,26.59994375,1
8958,TTN,2018,1.197817791,0.881043589,5.145088807,191.437545,1.627323786,0.64134249,0.401543224,0.598456776,0.662021142,0.195304088,0.12525681,0.209299677,0.021973482,0.077841766,0.713651485,1.057376296,0.393502352,0.008040873,0.182371935,0.263336666,3.797420296,1.407218514,0.394108717,0.979975075,0.401543224,26.72389392,0
8959,TTN,2019,1.280349269,0.826736307,1.523686977,347.4426119,1.680691228,0.376202572,0.551117124,0.448882876,1.515501033,0.288050908,0.108365493,0.241411509,0.104820969,0.152594885,0.513857821,1.034508567,0.544302774,0.006814349,0.084047521,0.783850607,1.275753301,0.879590902,0.223838005,0.987635388,0.551117124,27.23546564,1
8960,TTN,2020,2.073670348,1.107141458,2.220662935,174.2193025,2.00446719,0.648403433,0.340087135,0.659912865,0.675055015,0.152802534,0.099077688,0.15013753,0.077697575,0.324353643,0.49403893,1.287046594,0.30209798,0.037989155,0.21673894,0.606365838,1.649169423,1.555891199,0.323479195,0.888295819,0.340087135,26.90950394,0
8961,TTN,2021,1.948285059,0.866890886,1.728678005,129.5696153,2.212682531,0.612550447,0.361723143,0.638276857,0.719096342,0.086148749,0.052770454,0.082676434,0.190617805,0.310729609,0.340608856,1.217734598,0.327675318,0.034047824,0.115995794,0.753232029,1.327612159,2.163449739,0.27683612,0.905873249,0.361723143,26.91102784,0
8962,TTN,2022,4.762091689,3.06470452,3.132770239,121.5119485,2.955704291,0.734164374,0.166353738,0.833646262,0.239343466,0.086489992,0.063497871,0.076168842,1.114941374,0.519413487,0.371738744,1.056287932,0.138065079,0.028288658,0.110963136,0.404990012,2.469196697,2.367560155,0.24838898,0.829948766,0.166353738,26.99315987,0
8963,TTN,2023,5.004737207,3.879566532,4.345401186,153.5595094,2.899412762,0.687110788,0.160728815,0.839271185,0.231440038,0.091169425,0.062643495,0.07464035,0.714185362,0.56279795,0.41100855,0.989399113,0.140533054,0.020195761,0.111309039,0.29462383,3.394158574,1.856600223,0.236982742,0.874348847,0.160728815,26.99397898,0
8964,TTN,2024,4.649150943,3.424175684,3.25120114,105.9655863,3.142886158,0.625340792,0.177329268,0.822670732,0.278574258,0.169275297,0.105854748,0.128672073,0.442930426,0.572977319,0.248696395,0.982375039,0.157016612,0.020312656,0.201314817,0.460341267,2.172301446,2.301464455,0.198970233,0.885452321,0.177329268,27.0810531,0
8965,TTP,2017,2.585351061,1.95554422,6.545352119,97.70993503,15.02555974,1.350598841,0.334444771,0.665555229,2.428857409,0.04890952,0.06605714,0.099251178,0.017265075,0.519411345,0.426841586,9.808531279,0.327631752,0.006813019,0.633519534,0.172801558,5.786984854,3.302733036,0.089886757,0.979628865,0.334444771,27.71660546,0
8966,TTP,2018,1.651050997,1.037822471,5.903297434,88.66817235,6.716514491,1.376383652,0.386577604,0.613422396,3.216048275,0.02749163,0.037839029,0.061685112,0.009022611,0.247535505,0.532637107,11.45052436,0.380209086,0.006368518,0.419436266,0.185700546,5.385013773,3.755063285,0.204925286,0.9835259,0.386577604,27.852477,0
8967,TTP,2019,2.157050964,1.635883213,7.220821341,82.19657832,7.840048565,1.314366621,0.354578299,0.645421701,3.188322236,0.063067763,0.082894162,0.12843411,0.087439591,0.404114911,0.392884235,11.81861479,0.349262845,0.005315454,0.969104924,0.159773459,6.258861806,3.848999797,0.167647765,0.985009083,0.354578299,27.93022192,0
8968,TTP,2020,2.274219788,1.777163426,7.177103183,78.65217058,6.618920407,1.178254227,0.334769193,0.665230807,3.384902666,0.081232274,0.095712271,0.14387829,0.072166827,0.420851157,0.338018321,11.91350924,0.330281448,0.004487745,1.230771651,0.162409949,6.157258277,3.981258099,0.178013053,0.98659451,0.334769193,28.04754011,0
8969,TTP,2021,2.223733619,1.531212477,5.240223947,70.86578397,8.129763135,1.262358339,0.352361325,0.647638675,3.545451693,-0.005869025,-0.007408813,-0.011439732,0.066707516,0.425683347,0.316842808,12.70182108,0.347856217,0.004505109,-0.062266537,0.199404169,5.014940292,4.929151739,0.155276152,0.98721452,0.352361325,28.0426647,0
8970,TTP,2022,2.495817328,1.891968548,6.711297859,75.92288846,10.56866012,1.302295345,0.325565137,0.674434863,3.228164943,0.023701707,0.030866623,0.045766648,0.0896861,0.480676999,0.337754986,12.91300481,0.321347393,0.004217744,0.443480929,0.161673443,6.185307764,4.430726492,0.12322237,0.987044855,0.325565137,28.02800757,0
8971,TTP,2023,2.941662297,2.495780797,8.560771637,66.63645154,11.77084268,1.088604943,0.288631197,0.711368803,3.071689623,0.087900312,0.095688715,0.13451351,0.05049738,0.553747316,0.236896448,11.58522206,0.285192392,0.003438804,1.33569006,0.136741378,7.313075357,4.679162615,0.092483178,0.988085819,0.288631197,28.09873432,0
8972,TTS,2017,0.242550739,0.195916859,62.237755,21.90531369,1.146905316,1.02564202,0.803167572,0.196832428,1.851051047,0.019503285,0.020003389,0.10162649,0.008666844,-0.267666414,0.7181406,2.363785343,0.353378672,0.4497889,0.040093587,0.017584926,56.8668855,15.22470591,0.894269131,0.43998125,0.803167572,27.7886928,1
8973,TTS,2018,0.74402395,0.724973162,95.76468024,144.055214,2.525196053,1.227091104,0.884108242,0.115891758,3.552196803,0.002425041,0.002975746,0.025676944,0.001556029,-0.172170143,0.967759631,4.930243705,0.672602547,0.211505696,0.008921489,0.010813043,92.48090208,2.4468682,0.485938944,0.760769456,0.884108242,28.34448929,1
8974,TTS,2019,0.495220655,0.435988162,91.01145394,29.23089532,4.329022414,3.024473372,0.812884177,0.187115823,2.148999307,0.003631882,0.01098453,0.058704445,0.00028705,-0.283201324,0.871779326,7.995716203,0.561039841,0.251844335,0.017778546,0.011220647,89.12141975,12.2274752,0.69865043,0.690184232,0.812884177,27.92591623,0
8975,TTS,2020,0.581068405,0.551756149,171.6633633,39.72089849,4.898718708,3.069014405,0.800833717,0.199166283,2.214804379,0.006614956,0.020301394,0.101931883,0.002378251,-0.255514278,0.942379449,8.487737716,0.609918853,0.190914864,0.046385106,0.005952512,167.9962935,8.992819643,0.626493291,0.761604862,0.800833717,27.97101332,0
8976,TTS,2021,0.586431375,0.499009001,80.04330943,25.42055014,7.403537727,4.4797685,0.786553302,0.213446698,2.096924344,0.001468428,0.006578216,0.030819012,0.004147355,-0.264761918,0.831041131,11.94291042,0.640188598,0.146364703,0.027071997,0.012650004,79.05135751,14.18052191,0.605084848,0.813916358,0.786553302,27.93431375,0
8977,TTS,2022,0.582906051,0.541059303,146.0599793,31.92740534,7.147131344,4.160182567,0.778137463,0.221862537,2.014559148,0.000496674,0.002066253,0.009313212,0.004951884,-0.28389212,0.91720231,10.77050553,0.680643103,0.09749436,0.015320865,0.006923052,144.4449659,11.30577699,0.582077251,0.87470805,0.778137463,27.90499976,0
8978,TTS,2023,0.554063835,0.448555466,48.42369678,31.29046399,5.816558289,3.495378073,0.753041145,0.246958855,1.769156718,0.000706485,0.002469434,0.009999372,0.008127539,-0.305085804,0.790504209,8.211864171,0.684146809,0.068894336,0.017276006,0.020949579,47.73365726,11.49867053,0.600935794,0.908511856,0.753041145,27.8078857,0
8979,TTS,2024,0.619088175,0.586032336,164.335234,39.14871,8.127403528,4.142460466,0.762569636,0.237430364,1.934394605,0.002102386,0.00870905,0.036680437,0.000932996,-0.290471792,0.941132881,10.50809369,0.762569636,0,0.024568746,0.006149583,162.6126635,9.225694818,0.509690512,1,0.762569636,27.88460315,0
8980,TUG,2017,3.367536768,3.11864201,50.95239146,61.70662961,6.155840922,1.830929106,0.144374737,0.855625263,0.185241817,0.006901646,0.012636424,0.014768643,0.917749778,0.341812498,0.636659082,2.349196564,0.144374737,0,0.06827975,0.023875058,41.88471485,4.862415073,0.297429568,1,0.144374737,24.26835254,0
8981,TUG,2018,3.755960687,3.58568209,52.84853762,61.45551034,8.200492677,1.704254879,0.189383225,0.810616775,0.274538384,0.078321746,0.133480218,0.164665008,2.006079285,0.521932722,0.403403782,2.470564018,0.189383225,0,0.242807583,0.024791002,40.33721562,4.533201013,0.207823474,1,0.189383225,24.39042118,0
8982,TUG,2019,3.387715228,3.248196366,61.61564396,55.29820006,13.03300443,1.879654198,0.218652297,0.781347703,0.343537902,0.072267376,0.135837677,0.173850485,1.898261929,0.52207942,0.384445825,2.953238851,0.218652297,0,0.268451543,0.020840466,47.98357308,5.140240769,0.144222632,1,0.218652297,24.47091736,0
8983,TUG,2020,3.37235237,3.235542234,44.39395406,67.70040016,19.05171103,1.572622089,0.258929938,0.741070062,0.504275297,0.09292861,0.146141586,0.197203467,2.088113432,0.614273052,0.334046964,3.062737656,0.258929938,0,0.332685219,0.031167817,32.0843772,3.896470692,0.082544927,1,0.258929938,24.68566753,0
8984,TUG,2021,3.778605362,3.679083659,75.06364261,53.28636204,36.6660996,1.72888942,0.231430068,0.768569932,0.469261661,0.085507338,0.147832733,0.192347796,2.572166654,0.643052828,0.288628428,3.505601189,0.231430068,0,0.381194354,0.017353711,57.62456359,5.258414381,0.047152259,1,0.231430068,24.72598548,0
8985,TUG,2022,3.684266353,3.510554029,31.71218484,69.44279775,112.8340774,1.390049464,0.252332656,0.747667344,0.638527,0.140037663,0.194659278,0.260355464,1.815718072,0.677328059,0.284472389,3.517515836,0.252332656,0,0.377944852,0.041266552,24.23270071,4.016440237,0.012319412,1,0.252332656,24.94751838,0
8986,TUG,2023,3.54647137,3.49809085,96.30997167,79.66678645,323.5369627,1.248906705,0.268032965,0.731967035,0.751944517,0.092604451,0.115654319,0.15800482,2.47304558,0.682538271,0.28676739,3.503705408,0.268032965,0,0.393977437,0.013166982,75.94755002,3.612917783,0.003860167,1,0.268032965,25.05065527,0
8987,TV1,2017,1.057756739,0.521018571,1.56271454,205.7983601,0.803373821,0.396716515,0.811789992,0.188210008,5.456952364,0.004290953,0.001702292,0.00904464,0.045958562,0.027317491,0.447100728,2.666777302,0.472974959,0.338815034,0.042008738,0.888105918,1.125991821,1.277928446,0.493813098,0.582632163,0.811789992,28.21559337,1
8988,TV1,2018,1.05192571,0.462679278,1.329498366,196.2979469,0.802527301,0.385199558,0.827663426,0.172336574,5.28072462,0.003801293,0.001464256,0.008496491,0.040169489,0.025531919,0.400518511,2.457681135,0.491700908,0.335962518,0.103081987,1.043929005,0.957919548,1.339733247,0.47998312,0.594083165,0.827663426,28.16340134,1
8989,TV1,2019,1.061818127,0.480887034,1.111188776,249.2089951,0.728497347,0.330711594,0.826623977,0.173376023,5.249838837,0.000886555,0.000293194,0.001691088,0.039144529,0.031670345,0.415081313,2.100329312,0.51231486,0.314309117,0.019129066,1.105876686,0.904259953,1.19188568,0.453964033,0.619767723,0.826623977,28.15879206,1
8990,TV1,2020,1.03857653,0.544053109,1.512421063,249.3772252,0.875564718,0.394338678,0.825183616,0.174816384,4.953470132,0.001873342,0.000738731,0.004225754,0.032176012,0.020339157,0.492022543,2.367163896,0.527241752,0.297941864,0.045230535,0.833810427,1.199313378,1.160636,0.450382102,0.638938706,0.825183616,28.10242703,1
8991,TV1,2021,1.022439089,0.580681551,1.994616546,218.1530865,0.953194839,0.45108858,0.792017531,0.207982469,4.238164943,0.018990654,0.008566467,0.041188411,0.052753797,0.011487451,0.515079706,2.413820065,0.511939272,0.280078259,0.08644441,0.654101305,1.528815174,1.282410514,0.473238589,0.646373662,0.792017531,27.98749144,1
8992,TV1,2022,0.83909505,0.607479257,4.214425352,200.50963,1.015248705,0.540025127,0.752375146,0.247624854,3.363351605,0.187375242,0.101187339,0.408631596,0.069771456,-0.089017796,0.639054277,2.414080778,0.553232181,0.199142966,0.573347573,0.399538498,2.502887722,1.081086965,0.531914126,0.735314269,0.752375146,27.8076475,1
8993,TV1,2023,1.018834476,0.825661191,5.130672132,287.1363114,0.891960901,0.459647543,0.688478465,0.311521535,2.992559829,0.12893199,0.059263273,0.190238124,0.044265061,0.008734884,0.765266933,1.997916919,0.463771029,0.224707436,0.362064669,0.290537972,3.441890896,0.852761499,0.515322524,0.673617335,0.688478465,27.7795897,1
8994,TV1,2024,0.873804225,0.682359539,5.513712242,210.1866813,1.005966344,0.54213032,0.621004269,0.378995731,2.421703488,0.155058231,0.084061768,0.221801359,0.067838634,-0.064812847,0.69564169,2.114122161,0.513589674,0.107414595,0.441223988,0.293707505,3.404747867,1.072330185,0.538914968,0.827030827,0.621004269,27.67107785,1
8995,TV6,2018,1.568426088,1.265332805,20.70676952,64.68272075,86.60545742,3.824795668,0.609424032,0.390575968,1.671499889,0.000980407,0.003749855,0.009600835,0.094102967,0.346412519,0.709120466,10.49047165,0.609424032,0,-0.320071037,0.049168725,20.33813153,5.542469186,0.044163449,1,0.609424032,23.34166609,0
8996,TV6,2019,2.223146537,1.836985196,10.54005992,161.5689642,64.19990845,1.20028947,0.299679456,0.700320544,0.449319885,0.021192884,0.025437596,0.036322789,0.020293997,0.360705374,0.810417592,1.799635966,0.294899559,0.004779897,9.35166E-05,0.099290928,10.07141354,2.1586502,0.018696124,0.984049968,0.299679456,24.52948487,0
8997,TV6,2020,4.331443287,4.067685067,39.14221811,122.0837339,81.57601647,2.050418908,0.207797767,0.792202233,0.290105106,0.019553465,0.040092795,0.050609293,0.61035841,0.661642794,0.7972302,2.862576448,0.19860545,0.009192317,0.04201923,0.026062867,38.36876462,2.930673548,0.02513507,0.955763159,0.207797767,24.45814118,0
8998,TV6,2021,1.242179172,1.242164969,19699.81629,1537.391861,0,0.225242861,0.805036844,0.194963156,4.435753942,0.009776968,0.002202192,0.011295428,0.063414385,0.194963156,0.948730251,1.241088426,0.805036844,0,0.001514319,5.11534E-05,19549.03188,0.235597873,0,1,0.805036844,25.83102805,1
8999,TV6,2022,2.713549859,0,0,910177.6169,0,0.000380879,0.371704417,0.628295583,0.646265016,27.39406065,0.01043383,0.016606563,0.134318554,0.63146727,0.949792504,0.000662217,0.368514092,0.003190325,0.02369146,0,0,0.000431816,0,0.991417037,0.371704417,24.67757392,0
9000,TV6,2023,4700.570874,0,0,0,0,0,0.00021274,0.99978726,0.00023149,0,-0.00921932,-0.009221282,384.8899671,0.99978726,0.917015517,0,0.00021274,0,-0.008308295,0,0,0,0,1,0.00021274,24.208928,0
9001,TV6,2024,31.4932741,0,0,3053.023206,0,0.041885992,0.013289426,0.986710574,0.015292722,0.986468926,0.04131923,0.041875734,5.129971312,0.405238119,0.837108987,0.048200038,0.013289426,0,0.05692955,0,0,0.003969894,0,1,0.013289426,24.26487156,0
9002,TVA,2017,0.877066992,0.34729706,7.907241028,24.07791872,5.587246526,2.561273116,0.630915012,0.369084988,4.076948602,0.024134507,0.061815064,0.167481925,0.029561434,-0.075164386,0.315068943,16.55084861,0.611425586,0.019489426,1.130562433,0.145806803,6.858390528,13.14834691,0.458414195,0.969109268,0.630915012,25.29724897,0
9003,TVA,2018,2.2147882,1.482346068,7.86512241,28.82230088,5.296280858,1.718323948,0.327273206,0.672726794,0.776123194,0.101662216,0.17468862,0.259672458,0.173814091,0.36234878,0.205391462,4.074977864,0.298281445,0.028991761,0.517140047,0.153053718,6.533653747,10.51997835,0.324439733,0.911414192,0.327273206,25.68112635,0
9004,TVA,2019,2.012213835,1.386978497,6.752932324,51.39568523,5.370239815,1.50085656,0.373377319,0.626622681,0.91390296,0.085501041,0.128324798,0.204787988,0.166661527,0.359811917,0.295457881,3.67359554,0.355470262,0.017907057,0.395305918,0.175465122,5.699138311,5.993534414,0.279476636,0.95204032,0.373377319,25.76153547,0
9005,TVA,2020,2.250202222,1.431041271,5.576456472,43.10262107,5.576418169,1.481378171,0.335373765,0.664626235,0.775355428,0.0558526,0.082738822,0.124489251,0.12818863,0.405432584,0.239726931,3.424819485,0.324293604,0.011080161,0.236913539,0.206001545,4.854332521,7.371576717,0.265650481,0.966961752,0.335373765,25.70447648,0
9006,TVA,2021,1.812488053,1.078071033,4.257237331,47.38458654,5.40192698,1.266752995,0.408835598,0.591164402,1.008911927,0.017448047,0.022102365,0.037387849,0.091543636,0.329183705,0.223944125,3.12605412,0.405155132,0.003680466,0.062686174,0.256841497,3.893451839,7.044703421,0.234500207,0.990997688,0.408835598,25.76971518,0
9007,TVA,2022,1.680018244,0.958292909,3.775027316,55.75108688,5.449680815,1.211301242,0.459544597,0.540455403,1.304402724,0.02985902,0.036168267,0.066921835,0.03898371,0.302329606,0.24770714,3.438240051,0.444590433,0.014954164,0.118920308,0.299937874,3.334023768,5.782133558,0.222270126,0.967458732,0.459544597,25.9096651,0
